# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
3792,245,5108.97314,14437.6162
3793,219,5109.31641,14439.0674
3794,146,5110.54932,14440.751
3795,155,5114.26807,14443.1006
3796,131,5117.63086,14445.3682
3797,55,5121.74951,14447.8398
3798,163,5128.271,14450.834
3799,155,5131.19775,14453.0225
3800,169,5134.3374,14455.2764
3801,166,5137.00195,14457.4033
3802,160,5139.72559,14459.5518
3803,147,5142.60449,14461.7549
3804,145,5145.83008,14464.0635
3805,158,5149.07471,14466.3906
3806,183,5151.8916,14468.5996
3807,182,5153.95605,14470.583
3808,163,5156.02734,14472.5713
3809,155,5158.61768,14474.7305
3810,145,5161.39355,14476.9521
3811,159,5164.40967,14479.2588
3812,181,5167.00391,14481.4424
3813,182,5168.97803,14483.4287
3814,146,5170.90869,14485.4053
3815,149,5173.75781,14487.6895
3816,150,5176.4917,14489.9473
3817,150,5179.1875,14492.2021
3818,144,5181.82031,14494.4453
3819,144,5184.56787,14496.7373
3820,218,5187.27246,14499.0244
3821,211,5188.15967,14500.6562
3822,195,5189.21191,14502.3525
3823,166,5190.63574,14504.1865
3824,168,5192.73291,14506.2764
3825,153,5194.76123,14508.3477
3826,124,5197.10938,14510.543
3827,126,5200.08154,14512.9668
3828,124,5202.96094,14515.374
3829,132,5205.83789,14517.7959
3830,147,5208.48975,14520.1494
3831,172,5210.77783,14522.376
3832,206,5212.51465,14524.3926
3833,242,5213.52783,14526.1064
3834,214,5213.79492,14527.5059
3835,164,5214.63574,14529.1455
3836,130,5216.49219,14531.2197
3837,113,5219.00879,14533.5664
3838,123,5221.82617,14536.042
3839,155,5224.39062,14538.4355
3840,249,5226.30176,14540.5732
3841,261,5226.41504,14541.9033
3842,226,5179.21875,14520.1768
3843,205,5179.94678,14521.7188
3844,207,5181.19727,14523.4443
3845,201,5182.38965,14525.1504
3846,209,5183.72266,14526.9072
3847,193,5184.85107,14528.5928
3848,206,5186.35986,14530.4141
3849,332,5187.54492,14532.123
3850,295,5102.76416,14482.791
3851,220,5054.18848,14436.4932
3852,260,5055.64209,14438.1709
3853,244,5029.02002,14407.709
3854,239,5029.51318,14409.1943
3855,256,5030.22998,14410.7246
3856,263,5007.92676,14384.9785
3857,250,4986.06348,14353.54
3858,157,4986.31543,14355.0176
3859,143,4991.25879,14357.3887
3860,154,4996.83057,14359.8828
3861,146,5001.77637,14362.2705
3862,171,5007.05371,14364.7334
3863,189,5011.05859,14366.958
3864,181,5014.17041,14369.0068
3865,175,5017.62939,14371.1299
3866,177,5021.3291,14373.3057
3867,207,5024.90527,14375.4639
3868,224,5027.08154,14377.3291
3869,219,5028.47803,14379.0293
3870,201,5030.0918,14380.7744
3871,184,5032.50586,14382.6934
3872,169,5035.6543,14384.7715
3873,159,5039.43262,14386.9893
3874,151,5043.60303,14389.2969
3875,138,5048.06396,14391.6738
3876,149,5053.00879,14394.1602
3877,152,5057.42432,14396.5488
3878,162,5061.65527,14398.9072
3879,161,5065.42773,14401.1738
3880,164,5069.18652,14403.4414
3881,143,5072.7876,14405.6836
3882,120,5077.1582,14408.1064
3883,127,5082.35889,14410.7246
3884,141,5087.19287,14413.2764
3885,157,5091.43408,14415.71
3886,155,5095.02197,14417.9971
3887,152,5098.63232,14420.2969
3888,171,5102.30908,14422.624
3889,180,5105.26416,14424.7744
3890,164,5107.87109,14426.8369
3891,155,5111.00928,14429.0479
3892,161,5114.41309,14431.334
3893,157,5117.57031,14433.5635
3894,146,5120.81836,14435.8242
3895,142,5124.39111,14438.1826
3896,140,5128.03467,14440.5674
3897,155,5131.69482,14442.9707
3898,165,5134.82324,14445.2363
3899,163,5137.60449,14447.4121
3900,155,5140.41406,14449.6025
3901,144,5143.43408,14451.8633
3902,147,5146.73535,14454.2119
3903,153,5149.90381,14456.5332
3904,149,5152.85352,14458.7998
3905,154,5155.88086,14461.0996
3906,159,5158.72217,14463.3516
3907,147,5161.38672,14465.5566
3908,146,5164.34668,14467.8623
3909,146,5167.26465,14470.165
3910,167,5170.16455,14472.4707
3911,171,5172.47461,14474.5928
3912,163,5174.65625,14476.6787
3913,152,5177.01709,14478.8311
3914,182,5179.62793,14481.0752
3915,175,5181.45312,14483.0527
3916,153,5183.43213,14485.0879
3917,152,5185.93408,14487.3174
3918,148,5188.42383,14489.5498
3919,137,5190.9751,14491.8135
3920,133,5193.74902,14494.165
3921,133,5196.47998,14496.5127
3922,125,5199.25928,14498.8896
3923,144,5202.17334,14501.3262
3924,159,5204.61865,14503.6064
3925,150,5206.70068,14505.7549
3926,147,5208.95361,14507.9814
3927,158,5211.23389,14510.2256
3928,147,5213.25488,14512.376
3929,140,5215.47852,14514.6182
3930,138,5217.80762,14516.9102
3931,137,5220.14355,14519.2168
3932,134,5222.46338,14521.5283
3933,135,5224.80713,14523.8623
3934,136,5227.08789,14526.1787
3935,134,5229.32227,14528.4922
3936,151,5231.55176,14530.8115
3937,166,5233.44141,14532.9941
3938,151,5235.0332,14535.0439
3939,138,5236.875,14537.2207
3940,135,5238.91406,14539.4961
3941,140,5240.97559,14541.7939
3942,135,5242.92139,14544.0508
3943,142,5244.91699,14546.3398
3944,172,5246.77002,14548.5742
3945,198,5248.10938,14550.5547
3946,209,5249.01904,14552.3096
3947,225,5249.74707,14553.9648
3948,217,5250.21924,14555.4824
3949,208,5250.81592,14557.0693
3950,218,5251.54883,14558.7285
3951,106,5252.12256,14560.3018
3952,7,5254.42432,14562.7852
3953,19,5258.17627,14565.792
3954,197,5261.62549,14568.7422
3955,201,5262.44775,14570.4844
3956,293,5263.20801,14572.1924
3957,293,5263.96191,14573.8965
3958,243,5195.48438,14542.3877
3959,215,5195.75977,14543.7637
3960,196,5196.67871,14545.3809
3961,177,5198.02393,14547.1582
3962,148,5199.78711,14549.0957
3963,175,5202.18555,14551.2783
3964,182,5203.94971,14553.2285
3965,177,5205.5459,14555.1201
3966,164,5207.2334,14557.0498
3967,151,5209.17969,14559.085
3968,140,5211.38184,14561.2285
3969,127,5213.78076,14563.4551
3970,140,5216.41016,14565.7783
3971,151,5218.73242,14567.998
3972,142,5220.80078,14570.127
3973,142,5222.84033,14572.2529
3974,130,5225.02637,14574.4482
3975,122,5227.4082,14576.7324
3976,112,5229.90039,14579.0732
3977,116,5232.53027,14581.4795
3978,145,5235.04297,14583.8584
3979,147,5236.99268,14586.0137
3980,123,5238.87744,14588.1475
3981,108,5241.15039,14590.4629
3982,121,5243.63721,14592.8818
3983,138,5245.86182,14595.207
3984,145,5247.76611,14597.3975
3985,143,5249.53027,14599.5332
3986,154,5251.30225,14601.6836
3987,176,5252.875,14603.7422
3988,237,5254.0874,14605.6182
3989,279,5254.36133,14606.9893
3990,282,5194.70361,14579.3809
3991,275,5147.31055,14538.9883
3992,264,5111.37939,14496.5176
3993,241,5084.90039,14457.8223
3994,212,5085.42529,14459.29
3995,252,5087.03662,14461.0195
3996,324,5087.14844,14462.3887
3997,355,5033.29541,14397.1514
3998,291,4973.75684,14308.6787
3999,290,4943.54443,14256.7617
4000,284,4916.33496,14204.6514
4001,258,4893.10645,14156.2969
4002,78,4879.48047,14126.0107
4003,0,4890.78711,14129.4229
4004,0,4906.70166,14133.3076
4005,0,4922.07275,14137.1807
4006,0,4936.96338,14141.0547
4007,118,4951.34521,14144.917
4008,199,4958.81543,14147.957
4009,230,4961.81152,14150.1533
4010,213,4963.14209,14152.0146
4011,181,4965.36816,14154.0557
4012,158,4969.26855,14156.4424
4013,137,4974.33252,14159.0703
4014,122,4980.41504,14161.9072
4015,122,4987.16602,14164.8838
4016,127,4993.79346,14167.8525
4017,153,5000.07373,14170.7754
4018,180,5004.98535,14173.4326
4019,191,5008.54932,14175.8037
4020,175,5011.56689,14178.0586
4021,147,5015.30713,14180.4824
4022,125,5020.29443,14183.1865
4023,138,5026.21924,14186.1025
4024,138,5031.4668,14188.8926
4025,143,5036.63428,14191.6787
4026,186,5041.49609,14194.4062
4027,212,5044.45068,14196.6904
4028,218,5046.27539,14198.6953
4029,183,5047.83691,14200.6348
4030,132,5050.86084,14202.9434
4031,168,5055.97314,14205.7607
4032,141,5059.53467,14208.2197
4033,283,5064.15332,14210.9492
4034,206,5010.5791,14185.7227
4035,259,5012.87744,14187.8057
4036,268,4983.54688,14164.4248
4037,274,4955.49365,14132.5752
4038,227,4929.03809,14094.9668
4039,173,4930.64307,14096.9121
4040,119,4935.33154,14099.46
4041,107,4943.0249,14102.5635
4042,107,4951.24121,14105.7705
4043,126,4959.2998,14108.9727
4044,130,4966.18896,14111.9912
4045,121,4972.75293,14114.9668
4046,121,4979.66846,14118.0215
4047,84,4986.4707,14121.0742
4048,133,4995.0083,14124.4512
4049,140,5000.95801,14127.3779
4050,144,5006.47754,14130.2305
4051,138,5011.7207,14133.0361
4052,142,5017.17285,14135.9004
4053,213,5022.36377,14138.7236
4054,196,5024.26318,14140.7783
4055,180,5026.91406,14143.0156
4056,147,5030.26172,14145.4268
4057,128,5035.04004,14148.1855
4058,133,5040.57471,14151.126
4059,129,5045.80371,14154.0137
4060,120,5051.11865,14156.9355
4061,117,5056.71436,14159.9355
4062,120,5062.33398,14162.958
4063,122,5067.74365,14165.9541
4064,121,5072.97412,14168.9238
4065,182,5078.15283,14171.8984
4066,161,5080.92773,14174.2549
4067,154,5084.46338,14176.8271
4068,138,5088.21582,14179.4678
4069,127,5092.50146,14182.2627
4070,122,5097.12793,14185.1641
4071,142,5101.85059,14188.1045
4072,145,5105.78564,14190.8447
4073,145,5109.5752,14193.5625
4074,178,5113.29932,14196.2676
4075,180,5115.87402,14198.6367
4076,168,5118.35156,14200.9766
4077,145,5121.20068,14203.4414
4078,137,5124.76221,14206.1357
4079,138,5128.52783,14208.9043
4080,150,5132.20801,14211.6611
4081,170,5135.45703,14214.2939
4082,188,5138.05127,14216.7207
4083,179,5140.07373,14218.957
4084,163,5142.3833,14221.3223
4085,153,5145.06836,14223.7744
4086,153,5147.75879,14226.2578
4087,164,5150.70312,14228.8359
4088,173,5153.2998,14231.3057
4089,181,5155.6167,14233.6846
4090,171,5157.6792,14235.9717
4091,165,5160,14238.3604
4092,157,5162.46191,14240.8096
4093,164,5165.1084,14243.333
4094,171,5167.53223,14245.7812
4095,155,5169.74512,14248.1582
4096,161,5172.35352,14250.6943
4097,173,5174.76855,14253.1621
4098,174,5176.85352,14255.5117
4099,148,5178.88916,14257.8457
4100,152,5181.54736,14260.4316
4101,159,5184.0752,14262.9805
4102,156,5186.39746,14265.4541
4103,163,5188.76221,14267.9541
4104,161,5190.9292,14270.3799
4105,180,5193.12109,14272.8271
4106,182,5194.84521,14275.0762
4107,181,5196.5083,14277.3047
4108,176,5198.17822,14279.54
4109,168,5199.9458,14281.8252
4110,169,5201.86816,14284.1826
4111,183,5203.75049,14286.5322
4112,195,5205.30713,14288.7363
4113,206,5206.59131,14290.8145
4114,181,5207.63379,14292.7832
4115,170,5209.19629,14295
4116,189,5210.97217,14297.3213
4117,211,5212.3374,14299.4521
4118,212,5213.24023,14301.3613
4119,186,5214.11621,14303.2549
4120,174,5215.51514,14305.4092
4121,176,5217.14551,14307.6846
4122,172,5218.71289,14309.9277
4123,184,5220.34717,14312.2148
4124,203,5221.729,14314.3779
4125,183,5222.73145,14316.3486
4126,150,5224.10889,14318.5146
4127,136,5226.10059,14320.999
4128,139,5228.32666,14323.6084
4129,160,5230.46484,14326.1895
4130,186,5232.18799,14328.5693
4131,190,5233.42285,14330.6914
4132,177,5234.57764,14332.7754
4133,175,5235.9502,14334.9824
4134,201,5237.34375,14337.2061
4135,200,5238.27441,14339.1719
4136,173,5239.21582,14341.1455
4137,150,5240.61084,14343.3828
4138,142,5240.61084,14343.3828
4139,145,5244.36719,14348.417
4140,164,5246.16406,14350.9082
4141,152,5247.62891,14353.2197
4142,126,5249.26416,14355.6348
4143,138,5251.28662,14358.2803
4144,184,5253.08984,14360.8174
4145,201,5254.16748,14362.9219
4146,183,5254.97949,14364.8594
4147,171,5256.05518,14366.9707
4148,148,5257.2959,14369.1904
4149,142,5258.8623,14371.625
4150,185,5260.4917,14374.1074
4151,223,5261.48535,14376.1846
4152,221,5261.93604,14377.8975
4153,190,5262.44141,14379.7334
4154,167,5263.29199,14381.6299
4155,230,5264.51123,14383.8721
4156,208,5264.85303,14385.5078
4157,202,5265.49463,14387.3545
4158,185,5266.21289,14389.2549
4159,183,5267.1543,14391.3135
4160,190,5268.11426,14393.3906
4161,197,5268.97266,14395.3984
4162,188,5269.73291,14397.3398
4163,191,5270.60352,14399.3623
4164,196,5271.42725,14401.3516
4165,186,5272.18164,14403.2959
4166,19,5273.05615,14405.3301
4167,0,5276.021,14408.5908
4168,0,5279.12158,14411.9229
4169,0,5282.12402,14415.2549
4170,0,5285.02246,14418.5771
4171,0,5287.82373,14421.8936
4172,0,5290.52832,14425.2002
4173,0,5293.14453,14428.5029
4174,0,5295.67236,14431.7998
4175,0,5298.11768,14435.0928
4176,0,5300.47852,14438.376
4177,201,5302.75781,14441.6494
4178,247,5303.2251,14443.501
4179,222,5303.29395,14444.9297
4180,190,5303.57715,14446.582
4181,185,5304.13184,14448.5254
4182,209,5304.72461,14450.5146
4183,209,5305.31201,14452.502
4184,257,5305.69434,14454.2656
4185,257,5306.07471,14456.0293
4186,256,5259.86963,14434.7686
4187,165,5225.2959,14405.3789
4188,115,5226.99707,14407.6094
4189,112,5229.60938,14410.2656
4190,135,5232.22852,14412.9414
4191,149,5234.38281,14415.4229
4192,165,5236.25928,14417.7842
4193,159,5237.82715,14419.9932
4194,156,5239.48145,14422.2559
4195,169,5241.16602,14424.543
4196,169,5242.61182,14426.7109
4197,158,5244.03857,14428.8721
4198,170,5245.63281,14431.1348
4199,204,5247.00928,14433.2812
4200,267,5247.82666,14435.1123
4201,299,5199.29932,14408.7627
4202,299,5161.58838,14374.0615
4203,316,5116.02295,14317.584
4204,323,5069.49756,14247.3428
4205,279,5025.06104,14170.0791
4206,241,4999.32178,14120.3408
4207,233,4999.99658,14122.1113
4208,229,5001.0542,14123.9639
4209,187,5002.30176,14125.8594
4210,143,5005.55322,14128.2148
4211,131,5010.86719,14131.0391
4212,165,5016.65918,14133.9756
4213,195,5020.79541,14136.5596
4214,179,5023.52051,14138.8145
4215,197,5026.9458,14141.2412
4216,227,5029.53174,14143.4668
4217,218,5030.77197,14145.3652
4218,174,5032.40479,14147.3594
4219,150,5035.9624,14149.8301
4220,125,5040.52588,14152.5498
4221,126,5046.09863,14155.5127
4222,181,5051.53516,14158.4609
4223,225,5054.60156,14160.8418
4224,257,5055.83301,14162.7451
4225,266,5023.77881,14145.3711
4226,258,4994.2832,14118.2441
4227,251,4973.39062,14092.3574
4228,256,4973.59668,14094.0459
4229,220,4955.9126,14070.2061
4230,157,4957.7959,14072.2559
4231,122,4963.04053,14075.0078
4232,151,4970.06152,14078.1143
4233,206,4975.46777,14080.9258
4234,249,4977.97559,14083.1182
4235,244,4978.28125,14084.8379
4236,205,4978.84082,14086.6074
4237,181,4981.38086,14088.8066
4238,169,4985.1123,14091.2705
4239,166,4989.41162,14093.8662
4240,175,4993.81592,14096.4941
4241,190,4997.72559,14099.0176
4242,189,5000.86621,14101.3691
4243,176,5004.03467,14103.7334
4244,169,5007.84619,14106.2744
4245,202,5011.8291,14108.8096
4246,233,5014.29346,14111.0166
4247,226,5015.31152,14112.8828
4248,226,5016.32666,14114.748
4249,167,5017.66113,14116.6875
4250,137,5021.68701,14119.2695
4251,167,5027.0293,14122.1641
4252,201,5030.95215,14124.7422
4253,220,5033.33203,14126.9443
4254,232,5034.86377,14128.9346
4255,245,5035.86572,14130.793
4256,251,5036.30029,14132.5117
4257,250,5036.47363,14134.165
4258,252,5036.69092,14135.8301
4259,245,5036.8208,14137.4707
4260,223,5037.25391,14139.1836
4261,203,5038.63867,14141.1299
4262,207,5040.87939,14143.292
4263,218,5042.93408,14145.4082
4264,184,5044.5083,14147.4023
4265,69,5047.51416,14149.7646
4266,0,5055.32422,14153.207
4267,0,5065.75195,14157.041
4268,0,5075.84326,14160.8721
4269,0,5085.59912,14164.6953
4270,0,5095.03076,14168.5107
4271,92,5104.1582,14172.3223
4272,221,5109.79297,14175.5449
4273,223,5110.94336,14177.4756
4274,207,5112.02002,14179.3818
4275,196,5113.63184,14181.4609
4276,183,5115.59863,14183.6533
4277,168,5117.97852,14185.9805
4278,147,5120.83301,14188.4678
4279,120,5124.33252,14191.1631
4280,114,5128.64551,14194.1133
4281,145,5133.07129,14197.1123
4282,166,5136.46045,14199.8154
4283,165,5139.16357,14202.3027
4284,158,5141.86279,14204.7949
4285,148,5144.74365,14207.3604
4286,154,5147.87793,14210.0195
4287,171,5150.79541,14212.6152
4288,160,5153.1875,14215.0322
4289,146,5155.86865,14217.5635
4290,143,5158.90381,14220.2275
4291,148,5161.97803,14222.917
4292,69,5164.87256,14225.5547
4293,0,5169.82861,14228.8564
4294,0,5176.47168,14232.5498
4295,0,5182.88037,14236.2285
4296,0,5189.08789,14239.9072
4297,0,5195.07617,14243.5713
4298,0,5200.87061,14247.2314
4299,0,5206.47754,14250.8887
4300,0,5211.88623,14254.5312
4301,0,5217.125,14258.1738
4302,0,5222.17871,14261.8018
4303,0,5227.06885,14265.4258
4304,0,5231.80029,14269.0469
4305,0,5236.36914,14272.6572
4306,1,5240.78125,14276.2568
4307,96,5245.0293,14279.8447
4308,134,5247.60498,14282.8594
4309,214,5249.52246,14285.543
4310,151,5250.1626,14287.4365
4311,109,5251.77588,14289.9551
4312,73,5254.00781,14292.8428
4313,88,5256.74512,14296.0088
4314,94,5259.18701,14299.0488
4315,92,5261.49707,14302.0479
4316,92,5263.78418,14305.0537
4317,113,5266.02002,14308.0518
4318,142,5267.93018,14310.8838
4319,131,5269.42041,14313.4531
4320,124,5271.02979,14316.1162
4321,171,5272.70605,14318.8418
4322,149,5273.76123,14321.125
4323,126,5275.07812,14323.6152
4324,96,5276.65869,14326.3096
4325,94,5278.57178,14329.2422
4326,119,5280.47266,14332.1904
4327,133,5282.04297,14334.9316
4328,125,5283.4248,14337.5449
4329,120,5284.87695,14340.2295
4330,124,5286.35742,14342.9492
4331,133,5287.76758,14345.6289
4332,134,5289.05957,14348.2285
4333,141,5290.32178,14350.8184
4334,130,5291.48975,14353.3369
4335,120,5292.75342,14355.9541
4336,120,5294.09473,14358.6494
4337,127,5295.41113,14361.3379
4338,135,5296.63818,14363.9668
4339,135,5297.77051,14366.5244
4340,129,5298.88379,14369.0762
4341,131,5300.0332,14371.6738
4342,134,5301.14648,14374.2529
4343,137,5302.21631,14376.8047
4344,135,5303.24219,14379.3242
4345,124,5304.26904,14381.8574
4346,123,5305.37158,14384.4775
4347,128,5306.46533,14387.1074
4348,123,5307.49854,14389.6885
4349,120,5308.55322,14392.3047
4350,135,5309.61572,14394.9473
4351,143,5310.54248,14397.457
4352,134,5311.39355,14399.8936
4353,122,5312.29883,14402.4023
4354,112,5313.27979,14405.0127
4355,126,5314.31396,14407.6943
4356,139,5315.23047,14410.2607
4357,167,5316.0415,14412.7168
4358,188,5316.646,14414.9141
4359,190,5317.10205,14416.918
4360,185,5317.54004,14418.8984
4361,171,5318.00732,14420.9219
4362,154,5318.56348,14423.0742
4363,154,5319.11377,14425.2266
4364,147,5319.76758,14427.5273
4365,187,5320.45654,14429.8838
4366,215,5320.88477,14431.877
4367,216,5321.13477,14433.6084
4368,194,5321.37646,14435.3252
4369,183,5321.75342,14437.2471
4370,169,5322.19482,14439.2686
4371,154,5322.7168,14441.416
4372,135,5323.32275,14443.6943
4373,134,5324.03418,14446.1348
4374,131,5324.73926,14448.5781
4375,125,5325.44971,14451.04
4376,157,5326.18311,14453.5498
4377,187,5326.72754,14455.79
4378,188,5327.09912,14457.749
4379,160,5327.46289,14459.7021
4380,145,5327.97363,14461.9033
4381,142,5328.55713,14464.2285
4382,138,5329.14844,14466.5781
4383,132,5329.75146,14468.958
4384,131,5330.37646,14471.3867
4385,138,5330.99561,14473.8174
4386,142,5331.56934,14476.1846
4387,146,5332.11621,14478.5195
4388,153,5332.63525,14480.8154
4389,155,5333.11426,14483.0488
4390,148,5333.57715,14485.2617
4391,131,5334.06592,14487.5312
4392,130,5334.62451,14489.9375
4393,145,5335.17871,14492.3486
4394,143,5335.6582,14494.6328
4395,113,5336.13867,14496.9287
4396,111,5336.74023,14499.4629
4397,140,5337.33838,14502.0049
4398,157,5337.80664,14504.3174
4399,157,5338.19971,14506.4844
4400,151,5338.58789,14508.6484
4401,153,5338.99463,14510.8604
4402,171,5339.3877,14513.0518
4403,155,5339.70703,14515.084
4404,132,5340.08252,14517.251
4405,139,5340.53955,14519.6074
4406,149,5340.96338,14521.9043
4407,144,5341.34424,14524.1143
4408,134,5341.7373,14526.3594
4409,127,5342.16016,14528.6865
4410,140,5342.6001,14531.0625
4411,145,5342.98877,14533.333
4412,156,5343.35498,14535.5596
4413,173,5343.6792,14537.6904
4414,177,5343.94434,14539.6768
4415,171,5344.19434,14541.6279
4416,161,5344.45996,14543.624
4417,175,5344.75488,14545.7061
4418,178,5345.00195,14547.6631
4419,166,5345.23779,14549.5957
4420,152,5345.50732,14551.626
4421,151,5345.81592,14553.7695
4422,156,5346.12305,14555.916
4423,160,5346.41162,14558.0215
4424,152,5346.68457,14560.0908
4425,157,5346.97705,14562.2256
4426,155,5347.25098,14564.3115
4427,139,5347.52783,14566.416
4428,145,5347.84424,14568.6426
4429,152,5348.13916,14570.8174
4430,159,5348.41211,14572.9365
4431,147,5348.6626,14574.9922
4432,134,5348.94092,14577.1436
4433,115,5349.24854,14579.3955
4434,111,5349.59863,14581.7822
4435,131,5349.95166,14584.1943
4436,159,5350.25,14586.457
4437,155,5350.47705,14588.4961
4438,144,5350.71094,14590.5654
4439,150,5350.9668,14592.7188
4440,158,5351.20557,14594.8213
4441,155,5351.42285,14596.8574
4442,137,5351.64355,14598.9131
4443,123,5351.90088,14601.1084
4444,115,5352.18457,14603.4072
4445,112,5352.47998,14605.7568
4446,125,5352.77637,14608.124
4447,137,5353.04053,14610.3945
4448,134,5353.27637,14612.5732
4449,130,5353.51416,14614.7715
4450,128,5353.75586,14616.9961
4451,147,5353.99707,14619.2295
4452,215,5354.19873,14621.3164
4453,251,5354.27246,14622.8535
4454,237,5354.27979,14624.0957
4455,177,5354.31299,14625.4492
4456,140,5354.45557,14627.291
4457,128,5354.66357,14629.4219
4458,128,5354.88965,14631.6387
4459,140,5355.1123,14633.8525
4460,147,5355.31055,14635.9746
4461,141,5355.49365,14638.04
4462,172,5355.68408,14640.1484
4463,221,5355.8208,14642.0127
4464,218,5355.87598,14643.4766
